collection_id,application_id,collection_agent,collection_date,outstanding_amount,collection_status,collection_mode,promise_to_pay_date,settlement_amount,settlement_status,follow_up_count,last_follow_up_date,remarks
COL11618,APP12957,Zenith Financial Recovery,2024-09-06,42036.65,Unreachable,WhatsApp Bot,,,Pending,7,2024-09-04,Borrower unreachable on registered phone number. Escalated to field team.
COL11619,APP11955,Anita Roy (Internal),2025-02-28,76958.71,Unreachable,WhatsApp Bot,,,Pending,2,2025-02-21,Borrower unreachable on registered phone number. Escalated to field team.
COL11620,APP12618,Priya Deshmukh (Internal),2024-07-31,61916.56,Repossession Pending,Legal Notice,,,Pending,8,2024-07-28,Asset recovery team assigned for asset repossession proceedings.
COL11621,APP10468,Rajesh Sharma (Internal),2024-10-28,254402.98,Settled,Legal Notice,2024-10-16,206491.23,Partial Settlement,5,2024-10-23,Loan settled at ₹206491.23 under Partial Settlement arrangement.
COL11622,APP10718,Priya Deshmukh (Internal),2024-08-02,72293.73,Legal Action Initiated,Field Visit,,,Rejected,12,2024-07-30,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11623,APP10343,Suresh Kumar (Field Specialist),2024-06-12,194260.9,Promise to Pay,Legal Notice,2024-06-21,,Pending,5,2024-06-08,Borrower promised to pay ₹194260.9 by 2024-06-21.
COL11624,APP12209,Apex Recovery Agency,2024-08-20,107422.96,Contacted,Tele-calling,,,Pending,6,2024-08-13,Customer contacted via Tele-calling. Payment request sent.
COL11625,APP12060,Zenith Financial Recovery,2025-04-18,8689.08,Legal Action Initiated,Digital Reminder,,,Rejected,2,2025-04-14,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11626,APP10363,Apex Recovery Agency,2026-01-22,119530.54,Repossession Pending,Field Visit,,,Pending,3,2026-01-17,Asset recovery team assigned for asset repossession proceedings.
COL11627,APP12284,Anita Roy (Internal),2025-04-19,90676.04,Settled,Tele-calling,2025-04-06,74364.47,Full Settlement,12,2025-04-13,Loan settled at ₹74364.47 under Full Settlement arrangement.
COL11628,APP10699,Vanguard Legal & Recovery Services,2025-03-17,106828.2,Settled,Field Visit,2025-03-03,97121.88,Full Settlement,6,2025-03-08,Loan settled at ₹97121.88 under Full Settlement arrangement.
COL11629,APP12997,Vikramaditya Singh (Internal),2024-09-13,82153.34,Contacted,Digital Reminder,,,Pending,9,2024-09-11,Customer contacted via Digital Reminder. Payment request sent.
COL11630,APP11753,Anita Roy (Internal),2024-08-11,23252.13,Settled,Legal Notice,2024-07-29,18221.25,Full Settlement,8,2024-08-05,Loan settled at ₹18221.25 under Full Settlement arrangement.
COL11631,APP12158,Vikramaditya Singh (Internal),2024-09-27,22048.35,Contacted,WhatsApp Bot,,,Pending,5,2024-09-24,Customer contacted via WhatsApp Bot. Payment request sent.
COL11632,APP11046,Rajesh Sharma (Internal),2025-01-17,109085.33,Contacted,WhatsApp Bot,,,Pending,8,2025-01-17,Customer contacted via WhatsApp Bot. Payment request sent.
COL11633,APP11478,Priya Deshmukh (Internal),2025-04-24,67677.42,Promise to Pay,Field Visit,2025-05-09,,Pending,6,2025-04-18,Borrower promised to pay ₹67677.42 by 2025-05-09.
COL11634,APP11622,Suresh Kumar (Field Specialist),2025-07-30,4583.77,Unreachable,Legal Notice,,,Pending,9,2025-07-29,Borrower unreachable on registered phone number. Escalated to field team.
COL11635,APP12021,Priya Deshmukh (Internal),2024-06-08,19968.42,Contacted,WhatsApp Bot,,,Pending,6,2024-06-07,Customer contacted via WhatsApp Bot. Payment request sent.
COL11636,APP12163,Suresh Kumar (Field Specialist),2025-03-16,20817.23,Unreachable,Field Visit,,,Pending,5,2025-03-08,Borrower unreachable on registered phone number. Escalated to field team.
COL11637,APP12237,Suresh Kumar (Field Specialist),2025-02-18,17241.29,Promise to Pay,Digital Reminder,2025-03-03,,Pending,6,2025-02-15,Borrower promised to pay ₹17241.29 by 2025-03-03.
COL11638,APP12208,Vanguard Legal & Recovery Services,2025-11-07,26665.75,Repossession Pending,Tele-calling,,,Pending,7,2025-11-04,Asset recovery team assigned for asset repossession proceedings.
COL11639,APP11422,Anita Roy (Internal),2024-12-28,68175.78,Unreachable,Tele-calling,,,Pending,4,2024-12-19,Borrower unreachable on registered phone number. Escalated to field team.
COL11640,APP12576,Priya Deshmukh (Internal),2025-01-22,16581.64,Settled,WhatsApp Bot,2025-01-14,10087.18,Waived Off,10,2025-01-18,Loan settled at ₹10087.18 under Waived Off arrangement.
COL11641,APP12215,Priya Deshmukh (Internal),2025-07-03,25519.5,Settled,Field Visit,2025-06-21,20686.99,Partial Settlement,12,2025-06-28,Loan settled at ₹20686.99 under Partial Settlement arrangement.
COL11642,APP12126,Zenith Financial Recovery,2025-02-10,48826.61,Legal Action Initiated,Digital Reminder,,,Rejected,2,2025-02-01,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11643,APP11828,Rajesh Sharma (Internal),2025-03-08,8882.25,Legal Action Initiated,Tele-calling,,,Rejected,1,2025-03-04,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11644,APP11297,Vanguard Legal & Recovery Services,2024-12-13,33762.95,Promise to Pay,WhatsApp Bot,2024-12-18,,Pending,7,2024-12-08,Borrower promised to pay ₹33762.95 by 2024-12-18.
COL11645,APP12760,Vanguard Legal & Recovery Services,2025-04-06,23138.15,Settled,Tele-calling,2025-03-25,14857.32,Full Settlement,3,2025-04-02,Loan settled at ₹14857.32 under Full Settlement arrangement.
COL11646,APP11185,Zenith Financial Recovery,2025-09-10,10085.54,Contacted,Field Visit,,,Pending,10,2025-09-02,Customer contacted via Field Visit. Payment request sent.
COL11647,APP11593,Apex Recovery Agency,2024-11-04,123183.66,Repossession Pending,Tele-calling,,,Pending,4,2024-11-03,Asset recovery team assigned for asset repossession proceedings.
COL11648,APP12889,Vanguard Legal & Recovery Services,2025-07-28,135079.3,Contacted,Tele-calling,,,Pending,3,2025-07-28,Customer contacted via Tele-calling. Payment request sent.
COL11649,APP10161,Anita Roy (Internal),2025-03-01,8246.82,Repossession Pending,Legal Notice,,,Pending,1,2025-02-19,Asset recovery team assigned for asset repossession proceedings.
COL11650,APP11923,Priya Deshmukh (Internal),2024-07-16,42498.29,Repossession Pending,Field Visit,,,Pending,10,2024-07-10,Asset recovery team assigned for asset repossession proceedings.
COL11651,APP10457,Zenith Financial Recovery,2025-06-08,22520.32,Repossession Pending,Field Visit,,,Pending,2,2025-05-30,Asset recovery team assigned for asset repossession proceedings.
COL11652,APP11339,Zenith Financial Recovery,2025-06-16,40309.3,Legal Action Initiated,Digital Reminder,,,Rejected,12,2025-06-08,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11653,APP12717,Vikramaditya Singh (Internal),2026-01-16,89653.63,Repossession Pending,Legal Notice,,,Pending,7,2026-01-11,Asset recovery team assigned for asset repossession proceedings.
COL11654,APP10497,Prudence Resolution Services,2025-10-20,47252.63,Promise to Pay,Legal Notice,2025-11-05,,Pending,11,2025-10-12,Borrower promised to pay ₹47252.63 by 2025-11-05.
COL11655,APP10805,Vanguard Legal & Recovery Services,2025-06-03,98770.43,Legal Action Initiated,Tele-calling,,,Rejected,11,2025-05-27,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11656,APP11571,Suresh Kumar (Field Specialist),2024-10-27,273843.37,Contacted,Field Visit,,,Pending,10,2024-10-22,Customer contacted via Field Visit. Payment request sent.
COL11657,APP11744,Vikramaditya Singh (Internal),2025-07-11,50813.17,Promise to Pay,WhatsApp Bot,2025-07-17,,Pending,2,2025-07-05,Borrower promised to pay ₹50813.17 by 2025-07-17.
COL11658,APP10955,Suresh Kumar (Field Specialist),2025-12-16,65136.84,Legal Action Initiated,Tele-calling,,,Rejected,11,2025-12-14,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11659,APP10938,Prudence Resolution Services,2025-06-18,42537.26,Contacted,Digital Reminder,,,Pending,9,2025-06-12,Customer contacted via Digital Reminder. Payment request sent.
COL11660,APP12378,Vanguard Legal & Recovery Services,2024-09-17,89252.07,Legal Action Initiated,Field Visit,,,Rejected,4,2024-09-07,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11661,APP11318,Vikramaditya Singh (Internal),2025-10-30,17897.36,Repossession Pending,Field Visit,,,Pending,2,2025-10-23,Asset recovery team assigned for asset repossession proceedings.
COL11662,APP12209,Anita Roy (Internal),2025-01-01,117317.66,Promise to Pay,Legal Notice,2025-01-07,,Pending,9,2024-12-22,Borrower promised to pay ₹117317.66 by 2025-01-07.
COL11663,APP10117,Rajesh Sharma (Internal),2024-08-13,99651.97,Contacted,Tele-calling,,,Pending,2,2024-08-09,Customer contacted via Tele-calling. Payment request sent.
COL11664,APP12438,Anita Roy (Internal),2025-04-04,73725.11,Settled,Digital Reminder,2025-03-25,52073.91,Full Settlement,6,2025-03-29,Loan settled at ₹52073.91 under Full Settlement arrangement.
COL11665,APP11413,Meenakshi Sundaram (Legal Agent),2025-10-25,80407.91,Contacted,WhatsApp Bot,,,Pending,6,2025-10-20,Customer contacted via WhatsApp Bot. Payment request sent.
COL11666,APP12152,Apex Recovery Agency,2025-08-07,252481.32,Unreachable,Digital Reminder,,,Pending,12,2025-07-29,Borrower unreachable on registered phone number. Escalated to field team.
COL11667,APP12743,Zenith Financial Recovery,2024-08-28,45318.51,Unreachable,Tele-calling,,,Pending,8,2024-08-24,Borrower unreachable on registered phone number. Escalated to field team.
COL11668,APP11527,Anita Roy (Internal),2024-09-05,97646.42,Promise to Pay,Tele-calling,2024-09-18,,Pending,8,2024-08-30,Borrower promised to pay ₹97646.42 by 2024-09-18.
COL11669,APP11945,Meenakshi Sundaram (Legal Agent),2025-09-06,35150.45,Contacted,Digital Reminder,,,Pending,4,2025-08-28,Customer contacted via Digital Reminder. Payment request sent.
COL11670,APP12705,Anita Roy (Internal),2024-06-29,49360.67,Repossession Pending,Tele-calling,,,Pending,9,2024-06-22,Asset recovery team assigned for asset repossession proceedings.
COL11671,APP11296,Suresh Kumar (Field Specialist),2025-12-01,133303.55,Unreachable,Field Visit,,,Pending,11,2025-12-01,Borrower unreachable on registered phone number. Escalated to field team.
COL11672,APP11256,Meenakshi Sundaram (Legal Agent),2025-09-06,52474.06,Repossession Pending,Tele-calling,,,Pending,5,2025-09-04,Asset recovery team assigned for asset repossession proceedings.
COL11673,APP10862,Apex Recovery Agency,2024-08-18,128013.72,Settled,WhatsApp Bot,2024-08-06,77063.28,Full Settlement,4,2024-08-11,Loan settled at ₹77063.28 under Full Settlement arrangement.
COL11674,APP10027,Vanguard Legal & Recovery Services,2026-01-19,26096.46,Settled,Tele-calling,2026-01-07,24317.06,Waived Off,8,2026-01-16,Loan settled at ₹24317.06 under Waived Off arrangement.
COL11675,APP10981,Anita Roy (Internal),2025-12-29,14571.23,Promise to Pay,Field Visit,2026-01-16,,Pending,1,2025-12-22,Borrower promised to pay ₹14571.23 by 2026-01-16.
COL11676,APP11856,Vanguard Legal & Recovery Services,2025-12-09,79198.14,Repossession Pending,Tele-calling,,,Pending,2,2025-12-03,Asset recovery team assigned for asset repossession proceedings.
COL11677,APP11960,Rajesh Sharma (Internal),2024-08-06,30608.9,Unreachable,Legal Notice,,,Pending,2,2024-08-02,Borrower unreachable on registered phone number. Escalated to field team.
COL11678,APP10995,Zenith Financial Recovery,2024-10-19,68400.79,Legal Action Initiated,Digital Reminder,,,Rejected,2,2024-10-19,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11679,APP10736,Anita Roy (Internal),2025-12-12,56995.47,Promise to Pay,WhatsApp Bot,2025-12-23,,Pending,6,2025-12-04,Borrower promised to pay ₹56995.47 by 2025-12-23.
COL11680,APP10367,Anita Roy (Internal),2025-01-24,30229.38,Legal Action Initiated,Field Visit,,,Rejected,4,2025-01-22,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11681,APP10190,Vikramaditya Singh (Internal),2024-06-13,17381.17,Contacted,Digital Reminder,,,Pending,2,2024-06-05,Customer contacted via Digital Reminder. Payment request sent.
COL11682,APP11116,Meenakshi Sundaram (Legal Agent),2025-04-24,26804.99,Contacted,WhatsApp Bot,,,Pending,4,2025-04-17,Customer contacted via WhatsApp Bot. Payment request sent.
COL11683,APP11255,Priya Deshmukh (Internal),2025-07-03,92910.2,Unreachable,Digital Reminder,,,Pending,9,2025-06-23,Borrower unreachable on registered phone number. Escalated to field team.
COL11684,APP11006,Anita Roy (Internal),2024-08-09,19932.04,Repossession Pending,Field Visit,,,Pending,8,2024-08-01,Asset recovery team assigned for asset repossession proceedings.
COL11685,APP12321,Meenakshi Sundaram (Legal Agent),2025-06-06,39049.82,Promise to Pay,Field Visit,2025-06-22,,Pending,4,2025-06-02,Borrower promised to pay ₹39049.82 by 2025-06-22.
COL11686,APP11564,Vanguard Legal & Recovery Services,2025-06-18,50059.13,Settled,Tele-calling,2025-06-04,43151.62,Full Settlement,7,2025-06-11,Loan settled at ₹43151.62 under Full Settlement arrangement.
COL11687,APP10578,Zenith Financial Recovery,2024-11-09,49130.27,Legal Action Initiated,WhatsApp Bot,,,Rejected,4,2024-10-31,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11688,APP10554,Apex Recovery Agency,2024-08-07,20277.94,Contacted,Digital Reminder,,,Pending,9,2024-08-06,Customer contacted via Digital Reminder. Payment request sent.
COL11689,APP11367,Rajesh Sharma (Internal),2025-05-16,31441.44,Settled,Legal Notice,2025-05-02,28981.6,Partial Settlement,5,2025-05-08,Loan settled at ₹28981.6 under Partial Settlement arrangement.
COL11690,APP12793,Suresh Kumar (Field Specialist),2026-01-25,33247.35,Unreachable,Digital Reminder,,,Pending,12,2026-01-17,Borrower unreachable on registered phone number. Escalated to field team.
COL11691,APP11029,Zenith Financial Recovery,2025-11-28,34825.07,Contacted,Legal Notice,,,Pending,9,2025-11-19,Customer contacted via Legal Notice. Payment request sent.
COL11692,APP11545,Apex Recovery Agency,2025-01-20,119726.65,Settled,Legal Notice,2025-01-12,79850.89,Waived Off,6,2025-01-15,Loan settled at ₹79850.89 under Waived Off arrangement.
COL11693,APP10914,Priya Deshmukh (Internal),2025-08-09,40402.37,Legal Action Initiated,Legal Notice,,,Rejected,11,2025-07-30,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11694,APP12439,Meenakshi Sundaram (Legal Agent),2025-06-06,128536.19,Repossession Pending,Field Visit,,,Pending,12,2025-05-29,Asset recovery team assigned for asset repossession proceedings.
COL11695,APP12465,Prudence Resolution Services,2025-03-26,58646.28,Unreachable,Field Visit,,,Pending,11,2025-03-23,Borrower unreachable on registered phone number. Escalated to field team.
COL11696,APP10652,Meenakshi Sundaram (Legal Agent),2025-06-19,40686.83,Promise to Pay,Legal Notice,2025-07-07,,Pending,4,2025-06-13,Borrower promised to pay ₹40686.83 by 2025-07-07.
COL11697,APP11385,Meenakshi Sundaram (Legal Agent),2024-08-13,11694.42,Legal Action Initiated,Digital Reminder,,,Rejected,5,2024-08-12,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11698,APP10662,Suresh Kumar (Field Specialist),2025-02-16,9997.02,Contacted,Digital Reminder,,,Pending,8,2025-02-09,Customer contacted via Digital Reminder. Payment request sent.
COL11699,APP12480,Meenakshi Sundaram (Legal Agent),2024-07-23,59898.57,Legal Action Initiated,Legal Notice,,,Rejected,7,2024-07-13,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11700,APP10546,Meenakshi Sundaram (Legal Agent),2024-10-22,93403.32,Unreachable,Tele-calling,,,Pending,3,2024-10-21,Borrower unreachable on registered phone number. Escalated to field team.
COL11701,APP11613,Rajesh Sharma (Internal),2025-03-02,19202.58,Contacted,Tele-calling,,,Pending,3,2025-03-01,Customer contacted via Tele-calling. Payment request sent.
COL11702,APP11742,Priya Deshmukh (Internal),2025-05-12,86562.99,Repossession Pending,Tele-calling,,,Pending,10,2025-05-08,Asset recovery team assigned for asset repossession proceedings.
COL11703,APP10344,Vanguard Legal & Recovery Services,2025-03-01,14253.73,Promise to Pay,Field Visit,2025-03-11,,Pending,9,2025-02-24,Borrower promised to pay ₹14253.73 by 2025-03-11.
COL11704,APP12319,Rajesh Sharma (Internal),2025-06-28,19924.46,Legal Action Initiated,WhatsApp Bot,,,Rejected,4,2025-06-20,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11705,APP10789,Vikramaditya Singh (Internal),2025-03-04,337538.45,Legal Action Initiated,Tele-calling,,,Rejected,8,2025-03-03,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11706,APP10286,Priya Deshmukh (Internal),2024-11-25,105219.6,Promise to Pay,Digital Reminder,2024-12-01,,Pending,4,2024-11-21,Borrower promised to pay ₹105219.6 by 2024-12-01.
COL11707,APP11578,Priya Deshmukh (Internal),2025-07-01,9814.48,Unreachable,Legal Notice,,,Pending,8,2025-06-28,Borrower unreachable on registered phone number. Escalated to field team.
COL11708,APP10587,Anita Roy (Internal),2025-06-29,153579.75,Unreachable,Tele-calling,,,Pending,10,2025-06-23,Borrower unreachable on registered phone number. Escalated to field team.
COL11709,APP12273,Suresh Kumar (Field Specialist),2025-11-19,109496.26,Promise to Pay,Legal Notice,2025-11-22,,Pending,6,2025-11-14,Borrower promised to pay ₹109496.26 by 2025-11-22.
COL11710,APP12353,Suresh Kumar (Field Specialist),2025-06-17,20068.88,Unreachable,WhatsApp Bot,,,Pending,3,2025-06-16,Borrower unreachable on registered phone number. Escalated to field team.
COL11711,APP12899,Vikramaditya Singh (Internal),2025-03-08,18601.7,Promise to Pay,Digital Reminder,2025-03-18,,Pending,4,2025-03-04,Borrower promised to pay ₹18601.7 by 2025-03-18.
COL11712,APP11817,Meenakshi Sundaram (Legal Agent),2024-08-06,24470.56,Contacted,Digital Reminder,,,Pending,8,2024-08-06,Customer contacted via Digital Reminder. Payment request sent.
COL11713,APP11852,Meenakshi Sundaram (Legal Agent),2025-08-31,22953.04,Settled,Legal Notice,2025-08-20,16569.35,Partial Settlement,7,2025-08-30,Loan settled at ₹16569.35 under Partial Settlement arrangement.
COL11714,APP11810,Prudence Resolution Services,2026-01-21,38450.51,Unreachable,Legal Notice,,,Pending,11,2026-01-13,Borrower unreachable on registered phone number. Escalated to field team.
COL11715,APP12968,Priya Deshmukh (Internal),2024-09-01,31500.57,Unreachable,Tele-calling,,,Pending,12,2024-08-30,Borrower unreachable on registered phone number. Escalated to field team.
COL11716,APP12550,Meenakshi Sundaram (Legal Agent),2025-02-17,334459.05,Contacted,WhatsApp Bot,,,Pending,8,2025-02-15,Customer contacted via WhatsApp Bot. Payment request sent.
COL11717,APP12537,Vikramaditya Singh (Internal),2025-07-25,113588.35,Settled,Digital Reminder,2025-07-12,77369.05,Full Settlement,5,2025-07-23,Loan settled at ₹77369.05 under Full Settlement arrangement.
COL11718,APP11068,Meenakshi Sundaram (Legal Agent),2024-11-28,121221.22,Legal Action Initiated,Tele-calling,,,Rejected,5,2024-11-20,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11719,APP12034,Vanguard Legal & Recovery Services,2024-08-18,6713.51,Promise to Pay,Field Visit,2024-08-29,,Pending,2,2024-08-17,Borrower promised to pay ₹6713.51 by 2024-08-29.
COL11720,APP12875,Suresh Kumar (Field Specialist),2024-12-01,155869.03,Unreachable,Tele-calling,,,Pending,3,2024-11-23,Borrower unreachable on registered phone number. Escalated to field team.
COL11721,APP12840,Priya Deshmukh (Internal),2025-11-08,32899.94,Settled,Tele-calling,2025-10-26,24274.63,Full Settlement,1,2025-10-31,Loan settled at ₹24274.63 under Full Settlement arrangement.
COL11722,APP10376,Rajesh Sharma (Internal),2025-06-12,31385.8,Promise to Pay,Digital Reminder,2025-06-29,,Pending,10,2025-06-08,Borrower promised to pay ₹31385.8 by 2025-06-29.
COL11723,APP12282,Zenith Financial Recovery,2024-07-14,34540.24,Repossession Pending,Field Visit,,,Pending,2,2024-07-08,Asset recovery team assigned for asset repossession proceedings.
COL11724,APP12882,Rajesh Sharma (Internal),2025-07-10,26809.13,Unreachable,Legal Notice,,,Pending,9,2025-07-02,Borrower unreachable on registered phone number. Escalated to field team.
COL11725,APP12033,Suresh Kumar (Field Specialist),2026-01-13,127846.96,Repossession Pending,Digital Reminder,,,Pending,12,2026-01-07,Asset recovery team assigned for asset repossession proceedings.
COL11726,APP12076,Suresh Kumar (Field Specialist),2024-07-08,208291.8,Promise to Pay,Digital Reminder,2024-07-22,,Pending,4,2024-07-07,Borrower promised to pay ₹208291.8 by 2024-07-22.
COL11727,APP12576,Anita Roy (Internal),2024-06-25,17548.85,Unreachable,WhatsApp Bot,,,Pending,6,2024-06-18,Borrower unreachable on registered phone number. Escalated to field team.
COL11728,APP10563,Rajesh Sharma (Internal),2025-09-04,56220.08,Unreachable,Field Visit,,,Pending,10,2025-09-02,Borrower unreachable on registered phone number. Escalated to field team.
COL11729,APP11178,Vanguard Legal & Recovery Services,2025-08-24,25358.02,Promise to Pay,Field Visit,2025-09-08,,Pending,5,2025-08-17,Borrower promised to pay ₹25358.02 by 2025-09-08.
COL11730,APP10336,Zenith Financial Recovery,2024-07-23,66149.61,Promise to Pay,Legal Notice,2024-07-29,,Pending,4,2024-07-21,Borrower promised to pay ₹66149.61 by 2024-07-29.
COL11731,APP11900,Prudence Resolution Services,2025-08-18,25018.52,Settled,Tele-calling,2025-08-09,22201.01,Partial Settlement,2,2025-08-09,Loan settled at ₹22201.01 under Partial Settlement arrangement.
COL11732,APP12924,Zenith Financial Recovery,2025-04-14,32869.25,Unreachable,Tele-calling,,,Pending,9,2025-04-12,Borrower unreachable on registered phone number. Escalated to field team.
COL11733,APP10867,Anita Roy (Internal),2024-06-26,57971.73,Repossession Pending,Field Visit,,,Pending,9,2024-06-23,Asset recovery team assigned for asset repossession proceedings.
COL11734,APP10554,Prudence Resolution Services,2025-09-15,21087.01,Unreachable,Tele-calling,,,Pending,6,2025-09-06,Borrower unreachable on registered phone number. Escalated to field team.
COL11735,APP11496,Apex Recovery Agency,2025-08-23,43205.78,Contacted,Legal Notice,,,Pending,8,2025-08-17,Customer contacted via Legal Notice. Payment request sent.
COL11736,APP12600,Rajesh Sharma (Internal),2024-11-05,54692.59,Repossession Pending,WhatsApp Bot,,,Pending,7,2024-10-31,Asset recovery team assigned for asset repossession proceedings.
COL11737,APP11395,Apex Recovery Agency,2025-06-29,36611.37,Promise to Pay,Field Visit,2025-07-09,,Pending,5,2025-06-23,Borrower promised to pay ₹36611.37 by 2025-07-09.
COL11738,APP12211,Rajesh Sharma (Internal),2026-01-04,40523.54,Contacted,Legal Notice,,,Pending,4,2025-12-29,Customer contacted via Legal Notice. Payment request sent.
COL11739,APP12319,Vanguard Legal & Recovery Services,2024-06-01,19598.81,Legal Action Initiated,WhatsApp Bot,,,Rejected,2,2024-05-30,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11740,APP12131,Apex Recovery Agency,2024-11-17,16140.66,Contacted,Digital Reminder,,,Pending,11,2024-11-10,Customer contacted via Digital Reminder. Payment request sent.
COL11741,APP12386,Anita Roy (Internal),2025-09-24,79347.69,Settled,Digital Reminder,2025-09-11,72302.38,Waived Off,5,2025-09-15,Loan settled at ₹72302.38 under Waived Off arrangement.
COL11742,APP12270,Prudence Resolution Services,2026-01-25,43616.57,Promise to Pay,WhatsApp Bot,2026-02-05,,Pending,9,2026-01-15,Borrower promised to pay ₹43616.57 by 2026-02-05.
COL11743,APP11921,Priya Deshmukh (Internal),2025-11-04,28860.97,Unreachable,Tele-calling,,,Pending,5,2025-10-28,Borrower unreachable on registered phone number. Escalated to field team.
COL11744,APP10075,Rajesh Sharma (Internal),2024-10-30,118096.17,Settled,WhatsApp Bot,2024-10-22,90050.89,Full Settlement,9,2024-10-27,Loan settled at ₹90050.89 under Full Settlement arrangement.
COL11745,APP12380,Anita Roy (Internal),2025-08-04,15426.46,Legal Action Initiated,WhatsApp Bot,,,Rejected,10,2025-07-30,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11746,APP10515,Anita Roy (Internal),2024-08-07,29948.53,Promise to Pay,Field Visit,2024-08-23,,Pending,6,2024-08-07,Borrower promised to pay ₹29948.53 by 2024-08-23.
COL11747,APP12757,Vanguard Legal & Recovery Services,2025-06-15,16984.07,Unreachable,Field Visit,,,Pending,2,2025-06-11,Borrower unreachable on registered phone number. Escalated to field team.
COL11748,APP12947,Zenith Financial Recovery,2025-01-27,198611.41,Unreachable,Digital Reminder,,,Pending,5,2025-01-24,Borrower unreachable on registered phone number. Escalated to field team.
COL11749,APP11767,Prudence Resolution Services,2024-08-24,28213.98,Legal Action Initiated,Field Visit,,,Rejected,2,2024-08-23,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11750,APP11823,Rajesh Sharma (Internal),2024-11-03,32608.6,Legal Action Initiated,Field Visit,,,Rejected,1,2024-11-03,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11751,APP12984,Vikramaditya Singh (Internal),2025-06-01,11741.83,Promise to Pay,Tele-calling,2025-06-06,,Pending,11,2025-05-23,Borrower promised to pay ₹11741.83 by 2025-06-06.
COL11752,APP12021,Vikramaditya Singh (Internal),2024-08-24,17314.97,Settled,Legal Notice,2024-08-19,15173.8,Full Settlement,1,2024-08-15,Loan settled at ₹15173.8 under Full Settlement arrangement.
COL11753,APP11627,Zenith Financial Recovery,2025-11-21,118886.16,Settled,Tele-calling,2025-11-12,74033.96,Full Settlement,2,2025-11-12,Loan settled at ₹74033.96 under Full Settlement arrangement.
COL11754,APP12490,Vikramaditya Singh (Internal),2025-03-18,16703.92,Contacted,WhatsApp Bot,,,Pending,1,2025-03-12,Customer contacted via WhatsApp Bot. Payment request sent.
COL11755,APP10080,Vikramaditya Singh (Internal),2025-03-28,218210.44,Unreachable,Digital Reminder,,,Pending,11,2025-03-22,Borrower unreachable on registered phone number. Escalated to field team.
COL11756,APP11778,Priya Deshmukh (Internal),2024-10-31,94043.6,Repossession Pending,Legal Notice,,,Pending,12,2024-10-29,Asset recovery team assigned for asset repossession proceedings.
COL11757,APP12656,Anita Roy (Internal),2025-09-03,75441.28,Legal Action Initiated,Tele-calling,,,Rejected,3,2025-09-01,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11758,APP11566,Apex Recovery Agency,2025-10-07,45006.68,Repossession Pending,Legal Notice,,,Pending,7,2025-10-01,Asset recovery team assigned for asset repossession proceedings.
COL11759,APP11123,Suresh Kumar (Field Specialist),2025-09-28,28409.87,Settled,WhatsApp Bot,2025-09-18,20931.77,Full Settlement,11,2025-09-28,Loan settled at ₹20931.77 under Full Settlement arrangement.
COL11760,APP11677,Anita Roy (Internal),2025-07-04,75240.98,Contacted,Tele-calling,,,Pending,3,2025-06-27,Customer contacted via Tele-calling. Payment request sent.
COL11761,APP11221,Vanguard Legal & Recovery Services,2025-08-07,31295.89,Unreachable,Legal Notice,,,Pending,11,2025-08-02,Borrower unreachable on registered phone number. Escalated to field team.
COL11762,APP11914,Vikramaditya Singh (Internal),2025-10-12,52056.8,Promise to Pay,Tele-calling,2025-10-16,,Pending,6,2025-10-10,Borrower promised to pay ₹52056.8 by 2025-10-16.
COL11763,APP10678,Priya Deshmukh (Internal),2024-12-25,41782.31,Legal Action Initiated,WhatsApp Bot,,,Rejected,12,2024-12-23,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11764,APP10599,Rajesh Sharma (Internal),2025-06-17,34685.34,Repossession Pending,Tele-calling,,,Pending,6,2025-06-17,Asset recovery team assigned for asset repossession proceedings.
COL11765,APP11655,Zenith Financial Recovery,2025-10-31,7129.77,Promise to Pay,WhatsApp Bot,2025-11-15,,Pending,5,2025-10-23,Borrower promised to pay ₹7129.77 by 2025-11-15.
